date	negative	neutral	positive
20100103	1	1	0
20100104	0	0	2
20100105	0	0	3
20100106	0	1	2
20100107	0	0	1
20100108	1	0	0
20100109	0	1	0
20100110	0	0	1
20100114	0	0	2
20100117	0	0	1
20100119	0	0	1
20100120	1	0	2
20100121	0	1	1
20100128	0	1	0
20100131	0	1	0
20100201	0	0	2
20100206	1	1	4
20100207	0	1	1
20100211	0	0	1
20100213	1	1	0
20100221	0	1	0
20100225	0	1	0
20100227	0	0	3
20100303	1	1	0
20100305	0	1	0
20100403	0	1	1
20100405	3	0	3
20100406	0	0	1
20100407	0	1	0
20100417	0	1	1
20100418	1	1	0
20100424	2	4	0
20100425	0	1	0
20100426	0	2	0
20100429	0	1	1
20100505	1	0	0
20100506	0	1	0
20100509	0	2	1
20100510	0	1	1
20100512	0	0	1
20100514	1	0	1
20100515	1	0	1
20100516	1	0	2
20100518	0	0	1
20100519	0	0	1
20100520	2	0	0
20100521	1	2	0
20100522	0	1	4
20100524	0	1	1
20100525	0	1	0
20100526	0	1	0
20100527	0	0	1
20100528	0	0	1
20100529	0	1	0
20100530	1	1	1
20100601	0	0	1
20100602	0	1	0
20100604	0	0	1
20100605	0	0	1
20100606	1	0	0
20100607	0	0	1
20100608	0	0	1
20100609	0	1	1
20100610	0	0	1
20100611	0	2	1
20100612	0	0	1
20100615	1	1	1
20100616	0	1	1
20100618	0	0	2
20100619	0	0	5
20100621	0	1	0
20100622	0	1	0
20100623	0	0	1
20100625	2	0	1
20100626	1	1	2
20100627	0	0	1
20100628	1	0	0
20100629	1	2	4
20100701	0	1	0
20100702	1	2	2
20100703	0	3	2
20100704	1	0	0
20100705	0	0	1
20100707	1	0	0
20100709	1	1	1
20100710	0	1	0
20100712	0	0	1
20100713	1	2	4
20100714	0	3	1
20100715	0	0	3
20100716	2	0	0
20100719	1	0	1
20100721	2	1	0
20100723	0	1	1
20100724	0	1	0
20100725	0	0	1
20100727	0	0	3
20100728	1	1	0
20100729	2	0	0
20100731	0	1	1
20100803	1	0	0
20100804	0	1	1
20100805	1	5	0
20100806	0	1	1
20100808	1	0	0
20100810	0	0	1
20100811	1	0	0
20100812	1	0	0
20100813	0	3	0
20100815	1	0	1
20100816	0	2	1
20100817	0	2	2
20100818	1	2	1
20100903	1	1	0
20100905	0	2	4
20100906	0	0	3
20100908	0	0	1
20100909	2	0	1
20100912	0	0	2
20100913	1	2	0
20100914	1	1	0
20100915	0	1	1
20100916	0	1	2
20100917	0	0	1
20100918	1	1	2
20100919	0	1	1
20100920	0	0	1
20100921	0	0	2
20100923	0	0	2
20100924	0	1	0
20100925	0	1	3
20100926	1	1	1
20100927	1	1	4
20100928	0	0	1
20100929	0	3	0
20100930	0	0	1
20101001	1	0	0
20101002	0	0	1
20101004	0	1	2
20101005	0	0	2
20101008	0	0	1
20101011	3	1	2
20101012	0	0	2
20101015	0	0	1
20101016	0	1	1
20101017	0	0	2
20101018	0	2	0
20101020	0	1	0
20101021	0	1	0
20101023	0	0	3
20101024	0	1	0
20101029	1	0	1
20101030	0	0	2
20101031	0	0	1
20101102	0	0	1
20101105	0	0	1
20101107	0	3	0
20101109	0	2	0
20101110	0	1	0
20101111	0	2	1
20101113	0	1	0
20101114	0	1	1
20101115	0	0	1
20101121	2	0	0
20101122	0	1	0
20101124	0	1	0
20101130	1	2	2
20101202	2	0	0
20101205	0	1	1
20101209	1	0	0
20101210	0	1	0
20101211	1	0	1
20101212	1	1	0
20101213	0	1	4
20101214	0	1	0
20101218	0	0	1
20101220	0	1	1
20101222	0	1	0
20101223	0	2	0
20101224	0	1	1
20101228	0	0	1
20101230	0	1	0
20110104	1	0	0
20110106	2	3	5
20110107	0	2	1
20110108	0	1	3
20110110	0	0	2
20110111	1	0	0
20110116	0	1	0
20110118	0	1	0
20110122	1	0	1
20110123	1	0	0
20110125	0	0	1
20110208	1	1	0
20110209	0	0	1
20110210	0	4	1
20110211	0	1	1
20110212	0	0	1
20110216	0	1	0
20110217	0	2	0
20110218	0	2	0
20110219	0	2	0
20110225	1	0	1
20110226	0	0	1
20110227	0	6	2
20110302	0	3	3
20110304	0	0	1
20110309	0	1	1
20110311	0	0	1
20110312	1	0	0
20110315	2	0	0
20110318	0	1	2
20110320	0	3	0
20110326	0	0	1
20110327	0	1	2
20110329	0	0	2
20110402	0	2	2
20110405	0	3	0
20110409	0	1	1
20110412	0	1	0
20110413	0	1	0
20110417	0	2	0
20110418	0	2	0
20110420	0	1	1
20110422	0	4	2
20110423	0	1	0
20110424	0	1	0
20110508	1	0	2
20110515	0	3	0
20110516	1	1	3
20110517	0	1	0
20110518	0	1	0
20110521	0	0	1
20110525	1	2	2
20110529	0	1	0
20110605	1	1	0
20110609	0	1	0
20110610	0	1	1
20110617	0	0	1
20110618	0	1	0
20110619	0	0	1
20110622	1	0	1
20110623	0	0	1
20110629	0	0	1
20110630	0	0	1
20110701	2	2	0
20110704	1	0	0
20110706	1	0	0
20110712	0	0	1
20110718	0	0	1
20110720	0	1	0
20110724	0	1	0
20110730	0	0	1
20110802	2	8	5
20110808	0	1	0
20110810	1	4	6
20110814	0	1	0
20110816	0	2	5
20110822	1	0	0
20110827	3	2	0
20110829	1	2	1
20110830	1	0	1
20110831	2	0	1
20110902	1	4	2
20110903	1	0	0
20110904	0	0	1
20110906	0	1	0
20110907	0	0	1
20110911	0	0	3
20110913	0	0	1
20110917	0	1	0
20110918	1	1	0
20110922	1	1	2
20110924	1	2	0
20110925	0	3	4
20110926	1	1	1
20110930	0	1	1
20111003	0	1	1
20111004	0	1	0
20111005	0	0	2
20111006	0	0	1
20111018	0	1	0
20111021	0	1	0
20111022	0	0	1
20111023	0	2	0
20111024	0	1	1
20111025	0	2	1
20111026	0	1	0
20111027	0	1	0
20111028	0	1	1
20111029	0	0	1
20111031	0	1	0
20111101	1	1	0
20111102	0	1	0
20111103	1	0	0
20111105	1	4	1
20111106	3	1	4
20111107	2	2	1
20111108	1	0	1
20111109	0	0	1
20111110	1	3	1
20111111	0	1	1
20111112	1	5	1
20111113	1	2	3
20111114	0	2	0
20111115	0	3	2
20111116	0	2	0
20111117	0	2	0
20111118	0	6	1
20111119	0	3	2
20111120	0	1	0
20111121	0	3	2
20111122	0	1	0
20111123	0	0	1
20111124	0	1	0
20111125	0	1	1
20111126	0	1	2
20111128	0	0	1
20111201	0	0	1
20111202	0	0	2
20111204	1	1	0
20111205	0	1	4
20111210	0	1	1
20111211	0	1	0
20111218	1	0	0
20111221	1	0	0
20111222	1	0	0
20111223	0	1	1
20111224	0	0	1
20111228	0	0	1
20120102	0	3	1
20120103	0	0	1
20120108	1	4	2
20120109	1	0	0
20120110	0	0	1
20120112	0	6	2
20120116	0	0	4
20120119	1	2	1
20120120	1	0	1
20120121	0	2	0
20120122	0	1	1
20120123	0	1	0
20120126	0	1	0
20120128	2	5	2
20120130	3	0	6
20120131	0	1	0
20120201	0	0	1
20120202	0	1	0
20120203	0	2	0
20120204	1	1	1
20120207	0	1	0
20120208	0	1	0
20120209	0	1	0
20120213	1	2	0
20120216	0	1	1
20120217	0	1	0
20120218	0	1	0
20120220	1	0	1
20120221	1	1	0
20120222	0	1	0
20120223	0	1	0
20120225	0	1	1
20120226	3	5	3
20120227	0	1	1
20120302	0	3	1
20120303	0	3	2
20120304	0	5	1
20120305	0	3	1
20120306	2	2	0
20120307	0	2	1
20120308	0	1	2
20120310	1	0	1
20120312	0	1	0
20120314	0	4	0
20120315	0	2	1
20120317	0	0	1
20120319	0	1	0
20120321	0	1	1
20120324	1	0	0
20120326	0	2	0
20120328	0	1	0
20120331	0	0	1
20120401	0	0	2
20120402	0	1	0
20120403	1	0	2
20120406	0	1	0
20120407	0	1	0
20120411	1	0	0
20120413	0	2	0
20120415	0	1	0
20120420	0	2	3
20120422	0	1	0
20120502	2	0	0
20120503	0	2	0
20120504	0	1	0
20120506	1	0	0
20120508	0	2	1
20120509	1	1	1
20120510	0	1	1
20120511	0	1	1
20120512	0	0	2
20120515	0	0	1
20120517	0	1	1
20120520	1	1	2
20120521	1	0	1
20120522	1	0	2
20120523	2	1	0
20120527	0	4	0
20120528	0	0	1
20120529	0	1	3
20120602	1	1	0
20120604	1	0	0
20120609	0	1	1
20120610	2	1	1
20120611	0	1	0
20120613	0	0	1
20120615	0	0	1
20120617	0	0	1
20120618	0	1	1
20120621	0	0	1
20120622	0	1	2
20120701	2	1	2
20120702	0	0	2
20120703	0	1	0
20120704	2	0	0
20120708	0	1	0
20120710	0	3	0
20120715	0	0	2
20120717	1	0	0
20120722	0	0	1
20120725	1	0	0
20120727	1	2	0
20120804	0	1	0
20120811	0	1	0
20120812	0	1	0
20120813	0	1	2
20120814	2	1	0
20120815	2	2	2
20120816	1	0	0
20120821	0	0	1
20120822	1	0	1
20120823	0	1	0
20120826	0	1	0
20120828	0	0	1
20120903	0	0	1
20120904	0	1	0
20120905	2	1	3
20120906	0	1	0
20120909	0	0	2
20120911	0	0	2
20120912	1	0	1
20120913	0	1	0
20120914	2	1	0
20120915	0	0	1
20120917	0	0	2
20120919	0	1	0
20120920	0	0	2
20120921	1	2	1
20120923	0	0	1
20120926	1	3	2
20120927	1	0	2
20120928	1	1	0
20120929	1	0	0
20120930	0	1	0
20121002	0	1	0
20121003	0	2	1
20121004	3	3	9
20121006	0	0	1
20121011	1	2	1
20121012	0	1	1
20121013	1	1	1
20121014	0	0	3
20121015	1	1	1
20121020	0	0	1
20121023	0	2	0
20121025	0	0	1
20121026	1	0	0
20121028	1	0	0
20121029	0	3	0
20121030	0	1	0
20121101	1	2	2
20121102	0	1	0
20121103	5	8	6
20121104	3	1	3
20121105	0	0	1
20121106	2	2	0
20121107	0	1	0
20121108	0	0	1
20121110	0	0	1
20121111	0	1	0
20121114	0	1	0
20121115	0	0	1
20121116	0	2	0
20121117	0	1	0
20121118	0	2	0
20121119	2	3	1
20121121	0	0	1
20121123	1	0	0
20121124	0	0	1
20121125	0	1	1
20121126	1	0	0
20121127	0	1	1
20121203	0	1	4
20121206	1	1	0
20121207	3	1	1
20121209	0	0	1
20121218	0	1	2
20121220	0	0	1
20121222	3	1	4
20121223	1	1	0
20121224	0	1	0
20121225	1	0	1
20121227	0	0	1
20121228	0	0	2
20121229	0	1	0
20121230	0	1	0
20130105	1	1	2
20130107	2	0	0
20130110	0	1	0
20130111	0	1	1
20130120	0	0	1
20130128	0	1	4
20130130	0	1	0
20130204	0	1	0
20130207	0	0	1
20130216	1	0	0
20130219	0	2	0
20130220	0	3	2
20130223	2	4	1
20130224	0	1	0
20130225	1	0	1
20130228	0	0	1
20130301	0	2	0
20130303	1	2	0
20130304	1	0	0
20130306	1	0	0
20130307	0	2	1
20130312	1	1	2
20130313	0	1	2
20130314	0	0	2
20130317	1	0	0
20130319	0	0	1
20130325	1	2	2
20130326	3	0	2
20130327	1	0	2
20130329	1	0	2
20130331	0	1	0
20130401	1	0	0
20130403	1	0	0
20130405	0	0	1
20130406	2	1	3
20130407	0	1	0
20130409	0	0	2
20130410	0	1	1
20130411	1	1	0
20130413	0	1	2
20130416	2	1	4
20130420	0	2	0
20130424	2	0	0
20130427	1	1	0
20130430	0	2	0
20130501	0	0	1
20130502	0	0	1
20130503	0	4	0
20130504	0	0	1
20130505	0	1	0
20130508	0	0	1
20130510	0	0	1
20130515	0	0	2
20130519	0	0	1
20130525	0	2	0
20130608	0	0	1
20130610	0	0	1
20130611	1	0	0
20130616	0	1	0
20130617	0	1	0
20130618	1	0	1
20130621	1	0	0
20130622	0	0	1
20130628	0	1	0
20130704	0	2	2
20130705	1	1	0
20130710	0	0	1
20130713	1	0	1
20130719	0	1	0
20130721	1	0	0
20130727	0	0	1
20130730	0	1	0
20130810	1	1	1
20130812	1	1	0
20130816	0	1	0
20130912	0	0	1
20130917	0	1	0
20131001	0	0	1
20131003	0	0	1
20131005	0	1	0
20131011	0	2	0
20131012	0	1	0
20131016	0	0	1
20131020	0	1	0
20131021	1	1	0
20131030	0	0	1
20131101	0	1	0
20131106	0	1	0
20131125	0	2	0
20131201	0	1	0
20131202	1	0	0
20131205	1	1	0
20131210	0	1	0
20131217	0	1	0
20140105	0	0	2
20140106	0	0	1
20140107	0	0	1
